,Loss_G,Loss_D
865,4.417061,0.10307092
866,4.14747,0.09132078
867,4.1710367,0.0869326
868,4.336092,0.066116795
869,4.5580196,0.07963515
870,4.0895157,0.08902906
871,4.129498,0.10875055
872,4.2355413,0.08121261
873,3.8388731,0.1350916
874,4.3379765,0.121602096
875,4.332194,0.089797646
876,4.3332467,0.07767486
877,4.250617,0.075129695
878,4.370267,0.113983646
879,4.0569897,0.08835589
880,4.3381834,0.11290443
881,3.7041614,0.14094254
882,4.035014,0.09132809
883,4.08923,0.07778191
884,4.2679653,0.08516779
885,4.2967978,0.071288414
886,4.514067,0.06410156
887,4.1851726,0.075271405
888,4.291867,0.072654955
889,4.1888194,0.07124866
890,4.298782,0.09299005
891,4.113547,0.10201857
892,4.4939537,0.05915995
893,4.367024,0.078339726
894,4.385732,0.09445985
895,4.4723697,0.054825053
896,4.201431,0.08661319
897,4.725979,0.052587554
898,4.159526,0.16969572
899,3.8674672,0.12529139
900,4.3412557,0.07549053
901,4.152496,0.0651189
902,4.298211,0.15621376
903,4.150289,0.07872774
904,4.9419503,0.059633765
905,4.1360607,0.11467377
906,4.347314,0.114344835
907,4.0681853,0.08745225
908,4.322592,0.06918485
909,4.366303,0.08231853
910,4.6200933,0.06695955
911,4.4012566,0.063804954
912,4.3772297,0.06639038
913,4.5130506,0.055471167
914,4.24035,0.08213868
915,4.47212,0.07763306
916,4.134566,0.0991062
917,4.3888383,0.060587764
918,4.605877,0.053700984
919,4.565894,0.04908284
920,4.549981,0.08256478
921,4.274847,0.06793425
922,4.759587,0.053109612
923,4.1820064,0.07973998
924,3.8136165,0.18156335
925,4.2237267,0.09305644
926,4.6018305,0.05221422
927,4.3977237,0.078925975
928,4.650164,0.05977039
929,4.5043736,0.051765732
930,4.1775684,0.22943766
931,4.3110266,0.10274623
932,4.2628555,0.106709346
933,4.359098,0.09757009
934,4.4586563,0.0845283
935,4.1416044,0.0702086
936,4.2349434,0.077867754
937,4.6349063,0.07962165
938,4.3575544,0.09625029
939,4.8114924,0.056855757
940,4.6863475,0.0581831
941,4.582777,0.06759718
942,4.27088,0.08225965
943,4.184058,0.093616635
944,4.55056,0.068482
945,4.298288,0.06433341
946,4.462435,0.10511629
947,4.385493,0.07344691
948,4.7145796,0.059021506
949,4.1973643,0.070842825
950,4.5745335,0.08647558
951,4.6301637,0.045009658
952,4.699794,0.09571698
953,3.709154,0.12787253
954,4.305422,0.085116915
955,4.2482386,0.071124494
956,4.643215,0.05499373
957,4.074975,0.12645796
958,4.6275992,0.107142985
959,4.308306,0.074005395
960,4.164826,0.086013235
961,4.4169936,0.08283091
962,4.5722227,0.045562364
963,4.7240863,0.041018613
964,4.4536066,0.051583137
965,4.574852,0.09198538
966,5.0649853,0.07292964
967,4.7640004,0.05423321
968,4.5779934,0.047133222
969,4.3320503,0.12828554
970,4.93165,0.042014454
971,4.8540573,0.043858428
972,4.5331254,0.069223024
973,4.521706,0.067292534
974,4.3384743,0.07146667
975,4.9679494,0.05849415
976,4.5209274,0.066031404
977,4.817736,0.04416517
978,4.8639526,0.03833236
979,4.8499823,0.046526298
980,5.113717,0.03945243
981,4.4405937,0.0968906
982,4.3494244,0.13337867
983,4.176981,0.13759644
984,4.5434546,0.06352189
985,4.537145,0.052892093
986,4.329038,0.07412585
987,4.4247413,0.061361406
988,4.568345,0.048948728
989,4.5208225,0.060022924
990,4.710981,0.05415314
991,4.6884546,0.08558928
992,4.648105,0.05205596
993,4.626102,0.052505463
994,4.5608134,0.061297715
995,5.47064,0.049843397
996,4.807372,0.052457746
997,4.574474,0.06423717
998,4.7486477,0.05056166
999,4.5902915,0.051131845
